RecordTime,最长延迟时间(ms),extra,SimpleTime
1669278574280,9.0,sg.partying.android.lite,890.804
1669278575276,15.0,sg.partying.android.lite,891.8
1669278576285,1076.0,sg.partying.android.lite,892.809
1669278577278,12.0,sg.partying.android.lite,893.802
1669278578278,8.0,sg.partying.android.lite,894.802
1669278579281,6.0,sg.partying.android.lite,895.805
1669278580281,12.0,sg.partying.android.lite,896.805
1669278581281,9.0,sg.partying.android.lite,897.805
1669278582284,11.0,sg.partying.android.lite,898.808
1669278583287,12.0,sg.partying.android.lite,899.811
1669278584285,8.0,sg.partying.android.lite,900.809
1669278585289,8.0,sg.partying.android.lite,901.813
1669278586287,10.0,sg.partying.android.lite,902.811
1669278587287,12.0,sg.partying.android.lite,903.811
1669278588288,9.0,sg.partying.android.lite,904.812
1669278589296,12.0,sg.partying.android.lite,905.82
1669278590293,12.0,sg.partying.android.lite,906.817
1669278591294,10.0,sg.partying.android.lite,907.818
1669278592294,10.0,sg.partying.android.lite,908.818
1669278593298,10.0,sg.partying.android.lite,909.822
1669278594297,13.0,sg.partying.android.lite,910.821
1669278595298,8.0,sg.partying.android.lite,911.822
1669278596298,15.0,sg.partying.android.lite,912.822
1669278597300,7.0,sg.partying.android.lite,913.824
1669278598300,7.0,sg.partying.android.lite,914.824
1669278599301,11.0,sg.partying.android.lite,915.825
1669278600303,14.0,sg.partying.android.lite,916.827
1669278601303,7.0,sg.partying.android.lite,917.827
1669278602305,15.0,sg.partying.android.lite,918.829
1669278603305,8.0,sg.partying.android.lite,919.829
1669278604305,7.0,sg.partying.android.lite,920.829
1669278605307,7.0,sg.partying.android.lite,921.831
1669278606308,7.0,sg.partying.android.lite,922.832
1669278607308,10.0,sg.partying.android.lite,923.832
1669278608308,10.0,sg.partying.android.lite,924.832
1669278609310,14.0,sg.partying.android.lite,925.834
1669278610313,11.0,sg.partying.android.lite,926.837
1669278611314,12.0,sg.partying.android.lite,927.838
1669278612316,14.0,sg.partying.android.lite,928.84
1669278613315,9.0,sg.partying.android.lite,929.839
1669278614316,12.0,sg.partying.android.lite,930.84
1669278615318,14.0,sg.partying.android.lite,931.842
1669278616317,16.0,sg.partying.android.lite,932.841
1669278617321,16.0,sg.partying.android.lite,933.845
1669278618321,16.0,sg.partying.android.lite,934.845
1669278619322,16.0,sg.partying.android.lite,935.846
1669278620321,16.0,sg.partying.android.lite,936.845
1669278621323,16.0,sg.partying.android.lite,937.847
1669278622324,5.0,sg.partying.android.lite,938.848
1669278623324,16.0,sg.partying.android.lite,939.848
1669278624325,16.0,sg.partying.android.lite,940.849
1669278625325,16.0,sg.partying.android.lite,941.849
1669278626325,6.0,sg.partying.android.lite,942.849
1669278627329,7.0,sg.partying.android.lite,943.853
1669278628327,16.0,sg.partying.android.lite,944.851
1669278629327,15.0,sg.partying.android.lite,945.851
1669278630332,9.0,sg.partying.android.lite,946.856
1669278631332,9.0,sg.partying.android.lite,947.856
1669278632334,9.0,sg.partying.android.lite,948.858
1669278633334,1076.0,sg.partying.android.lite,949.858
1669278634335,8.0,sg.partying.android.lite,950.859
1669278635342,10.0,sg.partying.android.lite,951.866
1669278636336,16.0,sg.partying.android.lite,952.86
1669278637336,10.0,sg.partying.android.lite,953.86
1669278638336,7.0,sg.partying.android.lite,954.86
1669278639337,12.0,sg.partying.android.lite,955.861
1669278640337,11.0,sg.partying.android.lite,956.861
1669278641338,16.0,sg.partying.android.lite,957.862
1669278642339,10.0,sg.partying.android.lite,958.863
1669278643339,13.0,sg.partying.android.lite,959.863
1669278644339,8.0,sg.partying.android.lite,960.863
1669278645340,13.0,sg.partying.android.lite,961.864
1669278646341,9.0,sg.partying.android.lite,962.865
1669278647342,9.0,sg.partying.android.lite,963.866
1669278648342,10.0,sg.partying.android.lite,964.866
1669278649343,8.0,sg.partying.android.lite,965.867
1669278650344,9.0,sg.partying.android.lite,966.868
1669278651346,10.0,sg.partying.android.lite,967.87
1669278652345,8.0,sg.partying.android.lite,968.869
1669278653347,6.0,sg.partying.android.lite,969.871
1669278654350,8.0,sg.partying.android.lite,970.874
1669278655350,8.0,sg.partying.android.lite,971.874
1669278656351,9.0,sg.partying.android.lite,972.875
1669278657355,10.0,sg.partying.android.lite,973.879
1669278658355,12.0,sg.partying.android.lite,974.879
1669278659355,12.0,sg.partying.android.lite,975.879
1669278660355,12.0,sg.partying.android.lite,976.879
1669278661357,11.0,sg.partying.android.lite,977.881
1669278662358,9.0,sg.partying.android.lite,978.882
1669278663358,9.0,sg.partying.android.lite,979.882
1669278664359,7.0,sg.partying.android.lite,980.883
1669278665360,10.0,sg.partying.android.lite,981.884
1669278666361,16.0,sg.partying.android.lite,982.885
1669278667361,1059.0,sg.partying.android.lite,983.885
1669278668362,9.0,sg.partying.android.lite,984.886
1669278669373,9.0,sg.partying.android.lite,985.897
1669278670365,9.0,sg.partying.android.lite,986.889
1669278671363,15.0,sg.partying.android.lite,987.887
1669278672365,9.0,sg.partying.android.lite,988.889
1669278673366,15.0,sg.partying.android.lite,989.89
1669278674367,10.0,sg.partying.android.lite,990.891
1669278675372,15.0,sg.partying.android.lite,991.896
1669278676373,10.0,sg.partying.android.lite,992.897
1669278677374,15.0,sg.partying.android.lite,993.898
1669278678375,15.0,sg.partying.android.lite,994.899
1669278679377,7.0,sg.partying.android.lite,995.901
1669278680376,9.0,sg.partying.android.lite,996.9
1669278681381,8.0,sg.partying.android.lite,997.905
1669278682378,7.0,sg.partying.android.lite,998.902
1669278683380,13.0,sg.partying.android.lite,999.904
1669278684380,13.0,sg.partying.android.lite,1000.904
1669278685380,9.0,sg.partying.android.lite,1001.904
1669278686381,10.0,sg.partying.android.lite,1002.905
1669278687382,10.0,sg.partying.android.lite,1003.906
1669278688382,11.0,sg.partying.android.lite,1004.906
1669278689383,9.0,sg.partying.android.lite,1005.907
1669278690383,9.0,sg.partying.android.lite,1006.907
1669278691383,10.0,sg.partying.android.lite,1007.907
1669278692384,14.0,sg.partying.android.lite,1008.908
1669278693386,11.0,sg.partying.android.lite,1009.91
1669278694386,13.0,sg.partying.android.lite,1010.91
1669278695387,14.0,sg.partying.android.lite,1011.911
1669278696388,8.0,sg.partying.android.lite,1012.912
1669278697388,12.0,sg.partying.android.lite,1013.912
1669278698389,10.0,sg.partying.android.lite,1014.913
1669278699398,14.0,sg.partying.android.lite,1015.922
1669278700393,17.0,sg.partying.android.lite,1016.917
1669278701393,12.0,sg.partying.android.lite,1017.917
1669278702394,14.0,sg.partying.android.lite,1018.918
1669278703394,13.0,sg.partying.android.lite,1019.918
1669278704395,12.0,sg.partying.android.lite,1020.919
1669278705395,14.0,sg.partying.android.lite,1021.919
1669278706398,14.0,sg.partying.android.lite,1022.922
1669278707398,14.0,sg.partying.android.lite,1023.922
1669278708398,14.0,sg.partying.android.lite,1024.922
1669278709402,16.0,sg.partying.android.lite,1025.926
1669278710401,9.0,sg.partying.android.lite,1026.925
1669278711402,7.0,sg.partying.android.lite,1027.926
1669278712402,8.0,sg.partying.android.lite,1028.926
1669278713403,8.0,sg.partying.android.lite,1029.927
1669278714403,10.0,sg.partying.android.lite,1030.927
1669278715404,8.0,sg.partying.android.lite,1031.928
1669278716406,11.0,sg.partying.android.lite,1032.93
1669278717408,10.0,sg.partying.android.lite,1033.932
1669278718408,11.0,sg.partying.android.lite,1034.932
1669278719409,7.0,sg.partying.android.lite,1035.933
1669278720409,11.0,sg.partying.android.lite,1036.933
1669278721413,6.0,sg.partying.android.lite,1037.937
1669278722415,8.0,sg.partying.android.lite,1038.939
1669278723416,9.0,sg.partying.android.lite,1039.94
1669278724416,9.0,sg.partying.android.lite,1040.94
1669278725419,10.0,sg.partying.android.lite,1041.943
1669278726420,9.0,sg.partying.android.lite,1042.944
1669278727419,9.0,sg.partying.android.lite,1043.943
1669278728424,12.0,sg.partying.android.lite,1044.948
1669278729425,7.0,sg.partying.android.lite,1045.949
1669278730426,9.0,sg.partying.android.lite,1046.95
1669278731427,12.0,sg.partying.android.lite,1047.951
1669278732426,12.0,sg.partying.android.lite,1048.95
1669278733428,9.0,sg.partying.android.lite,1049.952
1669278734429,5.0,sg.partying.android.lite,1050.953
1669278735430,7.0,sg.partying.android.lite,1051.954
1669278736432,15.0,sg.partying.android.lite,1052.956
1669278737440,10.0,sg.partying.android.lite,1053.964
1669278738433,9.0,sg.partying.android.lite,1054.957
1669278739435,9.0,sg.partying.android.lite,1055.959
1669278740434,9.0,sg.partying.android.lite,1056.958
1669278741436,10.0,sg.partying.android.lite,1057.96
1669278742436,10.0,sg.partying.android.lite,1058.96
1669278743436,15.0,sg.partying.android.lite,1059.96
1669278744443,11.0,sg.partying.android.lite,1060.967
1669278745439,6.0,sg.partying.android.lite,1061.963
1669278746441,9.0,sg.partying.android.lite,1062.965
1669278747441,9.0,sg.partying.android.lite,1063.965
1669278748442,13.0,sg.partying.android.lite,1064.966
1669278749442,9.0,sg.partying.android.lite,1065.966
1669278750443,11.0,sg.partying.android.lite,1066.967
1669278751444,13.0,sg.partying.android.lite,1067.968
1669278752447,10.0,sg.partying.android.lite,1068.971
1669278753447,10.0,sg.partying.android.lite,1069.971
1669278754447,8.0,sg.partying.android.lite,1070.971
1669278755454,11.0,sg.partying.android.lite,1071.978
1669278756459,9.0,sg.partying.android.lite,1072.983
1669278757459,11.0,sg.partying.android.lite,1073.983
1669278758461,7.0,sg.partying.android.lite,1074.985
1669278759461,10.0,sg.partying.android.lite,1075.985
1669278760462,8.0,sg.partying.android.lite,1076.986
1669278761463,14.0,sg.partying.android.lite,1077.987
1669278762464,11.0,sg.partying.android.lite,1078.988
1669278763465,7.0,sg.partying.android.lite,1079.989
1669278764465,14.0,sg.partying.android.lite,1080.989
1669278765465,10.0,sg.partying.android.lite,1081.989
1669278766469,8.0,sg.partying.android.lite,1082.993
1669278767469,14.0,sg.partying.android.lite,1083.993
1669278768469,10.0,sg.partying.android.lite,1084.993
1669278769467,12.0,sg.partying.android.lite,1085.991
1669278770472,7.0,sg.partying.android.lite,1086.996
1669278771469,10.0,sg.partying.android.lite,1087.993
1669278772469,7.0,sg.partying.android.lite,1088.993
1669278773471,8.0,sg.partying.android.lite,1089.995
1669278774469,17.0,sg.partying.android.lite,1090.993
1669278775472,7.0,sg.partying.android.lite,1091.996
1669278776473,5.0,sg.partying.android.lite,1092.997
1669278777473,10.0,sg.partying.android.lite,1093.997
1669278778474,15.0,sg.partying.android.lite,1094.998
1669278779475,15.0,sg.partying.android.lite,1095.999
1669278780475,10.0,sg.partying.android.lite,1096.999
1669278781475,19.0,sg.partying.android.lite,1097.999
1669278782476,42.0,sg.partying.android.lite,1099.0
1669278783476,42.0,sg.partying.android.lite,1100.0
1669278784478,42.0,sg.partying.android.lite,1101.002
1669278785478,42.0,sg.partying.android.lite,1102.002
1669278786481,42.0,sg.partying.android.lite,1103.005
1669278787483,42.0,sg.partying.android.lite,1104.007
1669278788483,42.0,sg.partying.android.lite,1105.007
1669278789485,10.0,sg.partying.android.lite,1106.009
1669278790484,42.0,sg.partying.android.lite,1107.008
1669278791486,42.0,sg.partying.android.lite,1108.01
1669278792485,42.0,sg.partying.android.lite,1109.009
1669278793486,42.0,sg.partying.android.lite,1110.01
1669278794487,42.0,sg.partying.android.lite,1111.011
1669278795487,42.0,sg.partying.android.lite,1112.011
1669278796488,42.0,sg.partying.android.lite,1113.012
1669278797489,10.0,sg.partying.android.lite,1114.013
1669278798494,42.0,sg.partying.android.lite,1115.018
1669278799489,11.0,sg.partying.android.lite,1116.013
1669278800490,42.0,sg.partying.android.lite,1117.014
1669278801492,12.0,sg.partying.android.lite,1118.016
1669278802493,9.0,sg.partying.android.lite,1119.017
1669278803500,9.0,sg.partying.android.lite,1120.024
1669278804498,6.0,sg.partying.android.lite,1121.022
1669278805495,9.0,sg.partying.android.lite,1122.019
1669278806495,15.0,sg.partying.android.lite,1123.019
1669278807496,15.0,sg.partying.android.lite,1124.02
1669278808496,13.0,sg.partying.android.lite,1125.02
1669278809498,1.00001056E8,sg.partying.android.lite,1126.022
1669278810498,7.0,sg.partying.android.lite,1127.022
1669278811499,7.0,sg.partying.android.lite,1128.023
1669278812499,10.0,sg.partying.android.lite,1129.023
1669278813500,15.0,sg.partying.android.lite,1130.024
1669278814503,13.0,sg.partying.android.lite,1131.027
1669278815504,13.0,sg.partying.android.lite,1132.028
1669278816505,7.0,sg.partying.android.lite,1133.029
1669278817506,13.0,sg.partying.android.lite,1134.03
1669278818506,7.0,sg.partying.android.lite,1135.03
1669278819506,13.0,sg.partying.android.lite,1136.03
1669278820506,10.0,sg.partying.android.lite,1137.03
1669278821507,9.0,sg.partying.android.lite,1138.031
1669278822513,15.0,sg.partying.android.lite,1139.037
1669278823511,15.0,sg.partying.android.lite,1140.035
1669278824512,15.0,sg.partying.android.lite,1141.036
1669278825512,15.0,sg.partying.android.lite,1142.036
1669278826512,7.0,sg.partying.android.lite,1143.036
1669278827513,8.0,sg.partying.android.lite,1144.037
1669278828514,10.0,sg.partying.android.lite,1145.038
1669278829514,11.0,sg.partying.android.lite,1146.038
1669278830515,8.0,sg.partying.android.lite,1147.039
1669278831515,9.0,sg.partying.android.lite,1148.039
1669278832517,9.0,sg.partying.android.lite,1149.041
1669278833516,17.0,sg.partying.android.lite,1150.04
1669278834518,5.0,sg.partying.android.lite,1151.042
1669278835518,17.0,sg.partying.android.lite,1152.042
1669278836518,17.0,sg.partying.android.lite,1153.042
1669278837521,8.0,sg.partying.android.lite,1154.045
1669278838523,9.0,sg.partying.android.lite,1155.047
1669278839525,17.0,sg.partying.android.lite,1156.049
1669278840526,10.0,sg.partying.android.lite,1157.05
1669278841528,11.0,sg.partying.android.lite,1158.052
1669278842529,11.0,sg.partying.android.lite,1159.053
1669278843530,11.0,sg.partying.android.lite,1160.054
1669278844533,9.0,sg.partying.android.lite,1161.057
1669278845530,9.0,sg.partying.android.lite,1162.054
1669278846530,9.0,sg.partying.android.lite,1163.054
1669278847532,8.0,sg.partying.android.lite,1164.056
1669278848532,8.0,sg.partying.android.lite,1165.056
1669278849534,8.0,sg.partying.android.lite,1166.058
1669278850535,12.0,sg.partying.android.lite,1167.059
1669278851535,12.0,sg.partying.android.lite,1168.059
1669278852535,15.0,sg.partying.android.lite,1169.059
1669278853535,15.0,sg.partying.android.lite,1170.059
1669278854536,7.0,sg.partying.android.lite,1171.06
1669278855538,9.0,sg.partying.android.lite,1172.062
1669278856537,9.0,sg.partying.android.lite,1173.061
1669278857538,8.0,sg.partying.android.lite,1174.062
1669278858539,9.0,sg.partying.android.lite,1175.063
1669278859540,8.0,sg.partying.android.lite,1176.064
1669278860541,15.0,sg.partying.android.lite,1177.065
1669278861540,10.0,sg.partying.android.lite,1178.064
1669278862541,6.0,sg.partying.android.lite,1179.065
1669278863542,15.0,sg.partying.android.lite,1180.066
1669278864542,15.0,sg.partying.android.lite,1181.066
1669278865542,12.0,sg.partying.android.lite,1182.066
1669278866543,11.0,sg.partying.android.lite,1183.067
1669278867543,8.0,sg.partying.android.lite,1184.067
1669278868543,11.0,sg.partying.android.lite,1185.067
1669278869544,15.0,sg.partying.android.lite,1186.068
1669278870546,9.0,sg.partying.android.lite,1187.07
1669278871547,15.0,sg.partying.android.lite,1188.071
1669278872548,14.0,sg.partying.android.lite,1189.072
1669278873549,12.0,sg.partying.android.lite,1190.073
1669278874549,12.0,sg.partying.android.lite,1191.073
1669278875551,14.0,sg.partying.android.lite,1192.075
1669278876551,9.0,sg.partying.android.lite,1193.075
1669278877554,9.0,sg.partying.android.lite,1194.078
1669278878553,14.0,sg.partying.android.lite,1195.077
1669278879554,9.0,sg.partying.android.lite,1196.078
1669278880555,12.0,sg.partying.android.lite,1197.079
1669278881556,7.0,sg.partying.android.lite,1198.08
1669278882556,16.0,sg.partying.android.lite,1199.08
1669278883556,9.0,sg.partying.android.lite,1200.08
1669278884558,14.0,sg.partying.android.lite,1201.082
1669278885557,16.0,sg.partying.android.lite,1202.081
1669278886558,16.0,sg.partying.android.lite,1203.082
1669278887562,6.0,sg.partying.android.lite,1204.086
1669278888562,10.0,sg.partying.android.lite,1205.086
1669278889562,8.0,sg.partying.android.lite,1206.086
1669278890565,8.0,sg.partying.android.lite,1207.089
1669278891564,10.0,sg.partying.android.lite,1208.088
1669278892565,10.0,sg.partying.android.lite,1209.089
1669278893565,9.0,sg.partying.android.lite,1210.089
1669278894566,9.0,sg.partying.android.lite,1211.09
1669278895567,13.0,sg.partying.android.lite,1212.091
1669278896567,7.0,sg.partying.android.lite,1213.091
1669278897568,7.0,sg.partying.android.lite,1214.092
1669278898569,7.0,sg.partying.android.lite,1215.093
1669278899569,7.0,sg.partying.android.lite,1216.093
1669278900572,11.0,sg.partying.android.lite,1217.096
1669278901572,11.0,sg.partying.android.lite,1218.096
1669278902581,6.0,sg.partying.android.lite,1219.105
1669278903582,11.0,sg.partying.android.lite,1220.106
1669278904577,14.0,sg.partying.android.lite,1221.101
1669278905579,14.0,sg.partying.android.lite,1222.103
1669278906583,11.0,sg.partying.android.lite,1223.107
1669278907580,9.0,sg.partying.android.lite,1224.104
1669278908580,9.0,sg.partying.android.lite,1225.104
1669278909582,8.0,sg.partying.android.lite,1226.106
1669278910581,8.0,sg.partying.android.lite,1227.105
1669278911593,9.0,sg.partying.android.lite,1228.117
1669278912582,7.0,sg.partying.android.lite,1229.106
1669278913584,9.0,sg.partying.android.lite,1230.108
1669278914583,8.0,sg.partying.android.lite,1231.107
1669278915587,11.0,sg.partying.android.lite,1232.111
1669278916585,8.0,sg.partying.android.lite,1233.109
1669278917586,18.0,sg.partying.android.lite,1234.11
1669278918588,9.0,sg.partying.android.lite,1235.112
1669278919589,8.0,sg.partying.android.lite,1236.113
1669278920590,13.0,sg.partying.android.lite,1237.114
1669278921595,13.0,sg.partying.android.lite,1238.119
1669278922592,7.0,sg.partying.android.lite,1239.116
1669278923593,10.0,sg.partying.android.lite,1240.117
1669278924593,13.0,sg.partying.android.lite,1241.117
1669278925593,13.0,sg.partying.android.lite,1242.117
1669278926594,1092.0,sg.partying.android.lite,1243.118
1669278927595,9.0,sg.partying.android.lite,1244.119
1669278928595,10.0,sg.partying.android.lite,1245.119
1669278929596,8.0,sg.partying.android.lite,1246.12
1669278930597,10.0,sg.partying.android.lite,1247.121
1669278931598,14.0,sg.partying.android.lite,1248.122
1669278932598,14.0,sg.partying.android.lite,1249.122
1669278933599,8.0,sg.partying.android.lite,1250.123
1669278934602,8.0,sg.partying.android.lite,1251.126
1669278935603,14.0,sg.partying.android.lite,1252.127
1669278936603,8.0,sg.partying.android.lite,1253.127
1669278937605,10.0,sg.partying.android.lite,1254.129
1669278938605,10.0,sg.partying.android.lite,1255.129
1669278939606,10.0,sg.partying.android.lite,1256.13
1669278940607,10.0,sg.partying.android.lite,1257.131
1669278941607,11.0,sg.partying.android.lite,1258.131
1669278942607,1093.0,sg.partying.android.lite,1259.131
1669278943608,9.0,sg.partying.android.lite,1260.132
1669278944614,11.0,sg.partying.android.lite,1261.138
1669278945612,11.0,sg.partying.android.lite,1262.136
1669278946614,10.0,sg.partying.android.lite,1263.138
1669278947614,8.0,sg.partying.android.lite,1264.138
1669278948615,11.0,sg.partying.android.lite,1265.139
1669278949615,9.0,sg.partying.android.lite,1266.139
1669278950615,11.0,sg.partying.android.lite,1267.139
1669278951619,11.0,sg.partying.android.lite,1268.143
1669278952617,7.0,sg.partying.android.lite,1269.141
1669278953618,8.0,sg.partying.android.lite,1270.142
1669278954618,8.0,sg.partying.android.lite,1271.142
1669278955619,8.0,sg.partying.android.lite,1272.143
1669278956622,7.0,sg.partying.android.lite,1273.146
1669278957623,10.0,sg.partying.android.lite,1274.147
1669278958623,11.0,sg.partying.android.lite,1275.147
1669278959625,9.0,sg.partying.android.lite,1276.149
1669278960628,7.0,sg.partying.android.lite,1277.152
1669278961626,8.0,sg.partying.android.lite,1278.15
1669278962627,8.0,sg.partying.android.lite,1279.151
1669278963627,14.0,sg.partying.android.lite,1280.151
1669278964630,14.0,sg.partying.android.lite,1281.154
1669278965635,8.0,sg.partying.android.lite,1282.159
1669278966634,14.0,sg.partying.android.lite,1283.158
1669278967632,9.0,sg.partying.android.lite,1284.156
1669278968632,15.0,sg.partying.android.lite,1285.156
1669278969635,11.0,sg.partying.android.lite,1286.159
1669278970635,15.0,sg.partying.android.lite,1287.159
1669278971637,13.0,sg.partying.android.lite,1288.161
1669278972637,9.0,sg.partying.android.lite,1289.161
1669278973637,11.0,sg.partying.android.lite,1290.161
1669278974639,14.0,sg.partying.android.lite,1291.163
1669278975640,12.0,sg.partying.android.lite,1292.164
1669278976642,15.0,sg.partying.android.lite,1293.166
1669278977640,8.0,sg.partying.android.lite,1294.164
1669278978643,7.0,sg.partying.android.lite,1295.167
1669278979645,7.0,sg.partying.android.lite,1296.169
1669278980644,15.0,sg.partying.android.lite,1297.168
1669278981645,14.0,sg.partying.android.lite,1298.169
1669278982645,8.0,sg.partying.android.lite,1299.169
1669278983645,15.0,sg.partying.android.lite,1300.169
1669278984646,15.0,sg.partying.android.lite,1301.17
1669278985646,15.0,sg.partying.android.lite,1302.17
1669278986647,14.0,sg.partying.android.lite,1303.171
1669278987647,9.0,sg.partying.android.lite,1304.171
1669278988648,10.0,sg.partying.android.lite,1305.172
1669278989649,10.0,sg.partying.android.lite,1306.173
1669278990651,14.0,sg.partying.android.lite,1307.175
1669278991652,16.0,sg.partying.android.lite,1308.176
1669278992658,7.0,sg.partying.android.lite,1309.182
1669278993658,10.0,sg.partying.android.lite,1310.182
1669278994661,16.0,sg.partying.android.lite,1311.185
1669278995659,10.0,sg.partying.android.lite,1312.183
1669278996661,10.0,sg.partying.android.lite,1313.185
1669278997662,12.0,sg.partying.android.lite,1314.186
1669278998663,16.0,sg.partying.android.lite,1315.187
1669278999662,9.0,sg.partying.android.lite,1316.186
1669279000664,9.0,sg.partying.android.lite,1317.188
1669279001668,9.0,sg.partying.android.lite,1318.192
1669279002669,9.0,sg.partying.android.lite,1319.193
1669279003669,12.0,sg.partying.android.lite,1320.193
1669279004669,12.0,sg.partying.android.lite,1321.193
1669279005670,11.0,sg.partying.android.lite,1322.194
1669279006671,11.0,sg.partying.android.lite,1323.195
1669279007674,12.0,sg.partying.android.lite,1324.198
1669279008674,15.0,sg.partying.android.lite,1325.198
1669279009674,10.0,sg.partying.android.lite,1326.198
1669279010674,10.0,sg.partying.android.lite,1327.198
1669279011674,8.0,sg.partying.android.lite,1328.198
1669279012676,11.0,sg.partying.android.lite,1329.2
1669279013675,10.0,sg.partying.android.lite,1330.199
1669279014677,10.0,sg.partying.android.lite,1331.201
1669279015677,10.0,sg.partying.android.lite,1332.201
1669279016680,9.0,sg.partying.android.lite,1333.204
1669279017679,9.0,sg.partying.android.lite,1334.203
1669279018682,10.0,sg.partying.android.lite,1335.206
1669279019682,10.0,sg.partying.android.lite,1336.206
1669279020683,10.0,sg.partying.android.lite,1337.207
1669279021683,8.0,sg.partying.android.lite,1338.207
1669279022684,7.0,sg.partying.android.lite,1339.208
1669279023684,7.0,sg.partying.android.lite,1340.208
1669279024687,6.0,sg.partying.android.lite,1341.211
1669279025687,16.0,sg.partying.android.lite,1342.211
1669279026689,7.0,sg.partying.android.lite,1343.213
1669279027690,14.0,sg.partying.android.lite,1344.214
1669279028693,14.0,sg.partying.android.lite,1345.217
1669279029693,11.0,sg.partying.android.lite,1346.217
1669279030700,9.0,sg.partying.android.lite,1347.224
1669279031698,9.0,sg.partying.android.lite,1348.222
1669279032698,11.0,sg.partying.android.lite,1349.222
1669279033701,13.0,sg.partying.android.lite,1350.225
1669279034702,14.0,sg.partying.android.lite,1351.226
1669279035706,12.0,sg.partying.android.lite,1352.23
1669279036706,12.0,sg.partying.android.lite,1353.23
1669279037707,9.0,sg.partying.android.lite,1354.231
1669279038707,8.0,sg.partying.android.lite,1355.231
1669279039707,14.0,sg.partying.android.lite,1356.231
1669279040714,9.0,sg.partying.android.lite,1357.238
1669279041709,9.0,sg.partying.android.lite,1358.233
1669279042709,9.0,sg.partying.android.lite,1359.233
1669279043710,9.0,sg.partying.android.lite,1360.234
1669279044710,8.0,sg.partying.android.lite,1361.234
1669279045713,8.0,sg.partying.android.lite,1362.237
1669279046711,9.0,sg.partying.android.lite,1363.235
1669279047713,8.0,sg.partying.android.lite,1364.237
1669279048713,9.0,sg.partying.android.lite,1365.237
1669279049714,13.0,sg.partying.android.lite,1366.238
1669279050715,15.0,sg.partying.android.lite,1367.239
1669279051715,7.0,sg.partying.android.lite,1368.239
1669279052716,10.0,sg.partying.android.lite,1369.24
1669279053717,15.0,sg.partying.android.lite,1370.241
1669279054722,14.0,sg.partying.android.lite,1371.246
1669279055725,1076.0,sg.partying.android.lite,1372.249
1669279056723,9.0,sg.partying.android.lite,1373.247
1669279057727,14.0,sg.partying.android.lite,1374.251
1669279058726,14.0,sg.partying.android.lite,1375.25
1669279059726,10.0,sg.partying.android.lite,1376.25
1669279060727,14.0,sg.partying.android.lite,1377.251
1669279061727,14.0,sg.partying.android.lite,1378.251
1669279062727,8.0,sg.partying.android.lite,1379.251
1669279063729,11.0,sg.partying.android.lite,1380.253
1669279064729,15.0,sg.partying.android.lite,1381.253
1669279065732,9.0,sg.partying.android.lite,1382.256
1669279066733,7.0,sg.partying.android.lite,1383.257
1669279067734,7.0,sg.partying.android.lite,1384.258
1669279068736,15.0,sg.partying.android.lite,1385.26
1669279069737,11.0,sg.partying.android.lite,1386.261
1669279070737,11.0,sg.partying.android.lite,1387.261
1669279071738,11.0,sg.partying.android.lite,1388.262
1669279072739,9.0,sg.partying.android.lite,1389.263
1669279073740,13.0,sg.partying.android.lite,1390.264
1669279074740,5.0,sg.partying.android.lite,1391.264
1669279075741,14.0,sg.partying.android.lite,1392.265
1669279076742,14.0,sg.partying.android.lite,1393.266
1669279077744,8.0,sg.partying.android.lite,1394.268
1669279078745,8.0,sg.partying.android.lite,1395.269
1669279079750,6.0,sg.partying.android.lite,1396.274
1669279080747,14.0,sg.partying.android.lite,1397.271
1669279081753,14.0,sg.partying.android.lite,1398.277
1669279082757,14.0,sg.partying.android.lite,1399.281
1669279083757,8.0,sg.partying.android.lite,1400.281
1669279084758,11.0,sg.partying.android.lite,1401.282
1669279085758,10.0,sg.partying.android.lite,1402.282
1669279086759,10.0,sg.partying.android.lite,1403.283
1669279087759,9.0,sg.partying.android.lite,1404.283
1669279088764,17.0,sg.partying.android.lite,1405.288
1669279089761,9.0,sg.partying.android.lite,1406.285
1669279090762,9.0,sg.partying.android.lite,1407.286
1669279091762,9.0,sg.partying.android.lite,1408.286
1669279092764,7.0,sg.partying.android.lite,1409.288
1669279093775,6.0,sg.partying.android.lite,1410.299
1669279094766,8.0,sg.partying.android.lite,1411.29
1669279095767,16.0,sg.partying.android.lite,1412.291
1669279096770,9.0,sg.partying.android.lite,1413.294
1669279097773,8.0,sg.partying.android.lite,1414.297
1669279098769,16.0,sg.partying.android.lite,1415.293
1669279099772,16.0,sg.partying.android.lite,1416.296
1669279100771,9.0,sg.partying.android.lite,1417.295
1669279101771,16.0,sg.partying.android.lite,1418.295
1669279102774,8.0,sg.partying.android.lite,1419.298
1669279103776,10.0,sg.partying.android.lite,1420.3
1669279104776,14.0,sg.partying.android.lite,1421.3
1669279105777,8.0,sg.partying.android.lite,1422.301
1669279106779,9.0,sg.partying.android.lite,1423.303
1669279107782,11.0,sg.partying.android.lite,1424.306
1669279108785,12.0,sg.partying.android.lite,1425.309
1669279109784,14.0,sg.partying.android.lite,1426.308
1669279110784,16.0,sg.partying.android.lite,1427.308
1669279111787,16.0,sg.partying.android.lite,1428.311
1669279112787,9.0,sg.partying.android.lite,1429.311
1669279113789,11.0,sg.partying.android.lite,1430.313
1669279114793,16.0,sg.partying.android.lite,1431.317
